Average AUC,Average AUC Features,DT AUC,DT AUC Features,RFW AUC,RFW AUC Features,NAIVE BAYES AUC,NAIVE BAYES Features,KNN AUC,KNN Features,LOGISTIC REGRESSION AUC,LOGISTIC REGRESSION Features
0.9037037037037038,"posCharge/Volume, Complexity, molCharge_total, nof_HBD, nof_HBA, molArea, molLogS, molVolume",1.0,"nof_posCharge, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molArea, molLogS, molLogP",1.0,"molCharge_total, nof_HBD, nof_Chirals, molArea, molPSA, molLogS, molLogP, molWeight",0.9629629629629629,"C_R0, nof_HBD, nof_HBA, nof_Chirals, nof_Atoms, molLogP, molVolume, molWeight",0.9629629629629629,"C_R1, C_R2, nof_posCharge, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molLogS",0.9629629629629629,"C_sp3, C_R2, Complexity, nof_Atoms, molArea, molPSA, molLogS, molVolume"
0.9037037037037037,"C_R2, Complexity, molCharge_total, nof_HBA, PSA/Area, molArea, molLogS, molVolume",1.0,"nof_posCharge, molCharge_total, nof_HBD, nof_Chirals, nof_Atoms, PSA/Area, molArea, molLogP",1.0,"nof_Rings, molCharge_total, nof_HBD, nof_HBA, nof_Chirals, molArea, molLogP, molWeight",0.9629629629629629,"C_R0, nof_HBD, nof_HBA, nof_Chirals, nof_Atoms, molArea, molLogS, molWeight",0.9629629629629629,"C_R1, C_R2, nof_negCharge, nof_posCharge, nof_HBD, nof_Chirals, PSA/Area, molLogS",0.9259259259259259,"Complexity, molCharge_total, nof_HBD, nof_HBA, molArea, molLogS, molLogP, molVolume"
0.8962962962962964,"C_R2, Complexity, molCharge_total, nof_HBD, nof_HBA, PSA/Area, molArea, molLogP",1.0,"nof_posCharge, nof_Rings, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molArea, molLogP",1.0,"nof_posCharge, molCharge_total, nof_HBA, nof_Chirals, molPSA, molLogS, molLogP, molWeight",0.9629629629629629,"C_R0, nof_posCharge, nof_HBD, nof_HBA, nof_Chirals, nof_Atoms, molVolume, molWeight",0.9629629629629629,"C_R0, nof_negCharge, nof_posCharge, nof_Rings, nof_Chirals, PSA/Area, molLogS, molLogP",0.9259259259259259,"a_heavy, nof_Rings, molCharge_total, nof_HBD, nof_HBA, nof_Chirals, molVolume, molWeight"
0.8962962962962964,"C_R2, nof_posCharge, Complexity, nof_HBD, nof_HBA, PSA/Area, molArea, molLogP",1.0,"nof_negCharge, nof_Rings, nof_HBD, nof_Atoms, PSA/Area, molArea, molLogS, molLogP",1.0,"nof_posCharge, molCharge_total, nof_HBD, molArea, molPSA, molLogS, molLogP, molVolume",0.9629629629629629,"C_R0, a_heavy, nof_HBD, nof_HBA, nof_Chirals, nof_Atoms, molLogP, molVolume",0.9629629629629629,"posCharge/Volume, C_R2, molCharge_total, nof_HBD, nof_HBA, PSA/Area, molLogS, molLogP",0.9259259259259259,"C_R2, nof_HBD, nof_HBA, nof_Chirals, PSA/Area, molArea, molLogP, molVolume"
0.8962962962962964,"C_R2, nof_negCharge, Complexity, nof_HBD, nof_HBA, PSA/Area, molArea, molLogP",1.0,"nof_negCharge, nof_Rings, nof_HBD, nof_Chirals, nof_Atoms, PSA/Area, molArea, molLogP",1.0,"nof_posCharge, molCharge_total, nof_HBD, nof_HBA, molPSA, molLogS, molLogP, molVolume",0.9629629629629629,"C_R0, a_heavy, nof_posCharge, nof_HBD, nof_HBA, nof_Chirals, nof_Atoms, molVolume",0.9629629629629629,"posCharge/Volume, C_R1, C_R2, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molLogS",0.9259259259259259,"C_R2, molCharge_total, nof_HBA, nof_Chirals, PSA/Area, molArea, molLogP, molVolume"
0.8962962962962964,"C_sp3, C_R0, Complexity, molCharge_total, nof_HBA, nof_Atoms, molArea, molLogS",1.0,"nof_negCharge, nof_Rings, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molArea, molLogP",1.0,"nof_posCharge, molCharge_total, nof_HBD, nof_HBA, nof_Chirals, molLogS, molLogP, molWeight",0.9629629629629629,"C_sp3, C_R0, nof_posCharge, nof_HBA, nof_Atoms, molLogS, molVolume, molWeight",0.9629629629629629,"posCharge/Volume, C_R0, nof_posCharge, nof_Rings, nof_Chirals, PSA/Area, molLogS, molLogP",0.9259259259259259,"C_R2, molCharge_total, nof_HBA, nof_Chirals, PSA/Area, molArea, molLogS, molVolume"
0.8962962962962961,"nof_negCharge, Complexity, molCharge_total, nof_HBA, nof_Chirals, molArea, molLogS, molVolume",1.0,"nof_negCharge, nof_posCharge, nof_Chirals, nof_Atoms, PSA/Area, molArea, molLogS, molLogP",1.0,"nof_negCharge, molCharge_total, nof_Chirals, PSA/Area, molArea, molPSA, molLogS, molLogP",0.9629629629629629,"nof_RotB, nof_negCharge, nof_posCharge, nof_HBD, nof_Chirals, PSA/Area, molLogS, molWeight",0.9629629629629629,"posCharge/Volume, C_R0, nof_negCharge, nof_Rings, nof_Chirals, PSA/Area, molLogS, molLogP",0.9259259259259259,"C_R2, molCharge_total, nof_HBD, nof_HBA, nof_Chirals, molArea, molLogP, molVolume"
0.8962962962962961,"C_R2, Complexity, nof_HBA, nof_Chirals, PSA/Area, molArea, molLogS, molVolume",1.0,"nof_negCharge, nof_posCharge, nof_HBD, nof_Atoms, PSA/Area, molArea, molLogS, molLogP",1.0,"nof_negCharge, molCharge_total, nof_HBD, nof_Atoms, molArea, molPSA, molLogS, molLogP",0.9629629629629629,"nof_RotB, C_R1, nof_Chirals, nof_Atoms, PSA/Area, molPSA, molLogS, molWeight",0.9629629629629629,"posCharge/Volume, C_R0, nof_negCharge, nof_posCharge, nof_Rings, nof_Chirals, molLogS, molLogP",0.9259259259259259,"C_R2, Complexity, nof_Chirals, nof_Atoms, PSA/Area, molLogS, molLogP, molVolume"
0.8962962962962961,"C_R2, nof_negCharge, Complexity, nof_HBA, PSA/Area, molArea, molLogS, molVolume",1.0,"nof_negCharge, nof_posCharge, molCharge_total, nof_Chirals, PSA/Area, molArea, molLogS, molLogP",1.0,"nof_negCharge, molCharge_total, nof_HBD, nof_Chirals, molPSA, molLogS, molLogP, molVolume",0.9629629629629629,"nof_RotB, C_R0, nof_HBA, nof_Chirals, nof_Atoms, molLogP, molVolume, molWeight",0.9629629629629629,"posCharge/Volume, C_R0, C_R2, nof_Rings, nof_Chirals, PSA/Area, molLogS, molLogP",0.9259259259259259,"C_R2, Complexity, nof_HBA, PSA/Area, molArea, molLogS, molLogP, molVolume"
0.8962962962962961,"C_R1, nof_negCharge, Complexity, nof_Atoms, PSA/Area, molArea, molLogP, molVolume",1.0,"nof_negCharge, nof_posCharge, molCharge_total, nof_HBD, PSA/Area, molArea, molLogS, molLogP",1.0,"nof_negCharge, molCharge_total, nof_HBD, nof_Chirals, PSA/Area, molLogS, molLogP, molVolume",0.9629629629629629,"nof_RotB, C_R0, nof_HBA, nof_Chirals, nof_Atoms, molLogS, molLogP, molWeight",0.9629629629629629,"posCharge/Volume, C_R0, C_R2, nof_posCharge, nof_Rings, nof_HBD, nof_HBA, nof_Chirals",0.9259259259259259,"C_R2, Complexity, nof_HBA, nof_Chirals, molArea, molLogS, molLogP, molVolume"
