Average AUC,Average CA,Average AUC Features,DT AUC,DT CA,DT AUC Features,RFW AUC,RFW CA,RFW AUC Features
0.9615384615384616,0.60625,"nof_COOH, nof_PO4, nof_negCharge, nof_HBA, nof_Chirals, PSA/Area, molLogP",0.9615384615384616,0.5916666666666667,"negCharge/Volume, posCharge/Volume, nof_negCharge, nof_Rings, nof_HBA, molLogS, molLogP",1.0,0.6208333333333333,"nof_PO4, negCharge/Volume, C_R1, nof_negCharge, nof_HBA, nof_Chirals, molLogP"
0.9615384615384616,0.6187500000000001,"nof_COOH, nof_PO4, nof_negCharge, nof_posCharge, nof_HBD, nof_HBA, molLogP",0.9615384615384616,0.6500000000000001,"nof_SO3H, negCharge/Volume, posCharge/Volume, nof_negCharge, nof_HBA, molLogS, molLogP",1.0,0.5875,"nof_PO4, negCharge/Volume, posCharge/Volume, nof_negCharge, nof_HBA, nof_Chirals, molLogS"
0.9615384615384616,0.6145833333333333,"nof_COOH, nof_SO3H, negCharge/Volume, nof_negCharge, nof_HBA, PSA/Area, molLogP",0.9615384615384616,0.5874999999999999,"nof_NH2, negCharge/Volume, posCharge/Volume, nof_negCharge, nof_HBA, molLogS, molLogP",1.0,0.6416666666666667,"nof_PO4, negCharge/Volume, posCharge/Volume, nof_negCharge, nof_posCharge, nof_HBA, molLogS"
0.9615384615384616,0.7124999999999999,"nof_COOH, nof_SH, nof_PO4, nof_negCharge, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.725,"C_sp3, a_heavy, nof_negCharge, nof_posCharge, nof_Rings, nof_Chirals, molLogP",1.0,0.7,"nof_PO4, negCharge/Volume, posCharge/Volume, C_R1, nof_Rings, nof_HBA, molLogS"
0.9615384615384616,0.5249999999999999,"nof_COOH, nof_SH, nof_PO4, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",0.9230769230769231,0.5208333333333333,"posCharge/Volume, C_sp3, nof_negCharge, nof_Chirals, PSA/Area, molLogS, molLogP",1.0,0.5291666666666666,"nof_PO4, negCharge/Volume, posCharge/Volume, C_R1, nof_negCharge, nof_Chirals, molLogP"
0.9615384615384616,0.7229166666666667,"nof_COOH, nof_SH, nof_SO3H, nof_PO4, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.6291666666666667,"posCharge/Volume, C_sp3, nof_negCharge, nof_HBA, nof_Chirals, molLogS, molLogP",1.0,0.8166666666666667,"nof_SO3H, a_heavy, nof_negCharge, nof_Rings, nof_HBA, nof_Chirals, molArea"
0.9615384615384616,0.6,"nof_COOH, nof_SH, nof_SO3H, nof_PO4, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.5416666666666666,"posCharge/Volume, C_sp3, nof_negCharge, nof_Rings, nof_Chirals, molLogS, molLogP",1.0,0.6583333333333333,"nof_SO3H, posCharge/Volume, C_R1, nof_negCharge, nof_HBA, nof_Chirals, molLogS"
0.9615384615384616,0.6291666666666667,"nof_OH, nof_COOH, nof_negCharge, nof_HBA, nof_Chirals, PSA/Area, molLogP",0.9230769230769231,0.6291666666666667,"posCharge/Volume, C_sp3, nof_negCharge, nof_posCharge, nof_Chirals, molLogS, molLogP",1.0,0.6291666666666667,"nof_SO3H, negCharge/Volume, posCharge/Volume, C_R1, nof_Rings, nof_Chirals, molLogS"
0.9615384615384616,0.6708333333333334,"nof_acetyl, nof_COOH, nof_PO4, nof_negCharge, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.725,"posCharge/Volume, C_sp3, a_heavy, nof_negCharge, nof_posCharge, nof_Rings, nof_Chirals",1.0,0.6166666666666667,"nof_SO3H, negCharge/Volume, posCharge/Volume, C_R1, nof_negCharge, nof_Chirals, molLogP"
0.9615384615384616,0.5833333333333333,"nof_acetyl, nof_COOH, nof_SH, nof_negCharge, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.5875,"nof_RotB, C_sp3, a_heavy, nof_negCharge, nof_HBD, nof_Chirals, molLogP",1.0,0.5791666666666666,"nof_SO3H, nof_PO4, C_R1, nof_negCharge, nof_HBA, nof_Chirals, molLogP"
