Average AUC,Average CA,Average AUC Features,DT AUC,DT CA,DT AUC Features,RFW AUC,RFW CA,RFW AUC Features
0.9615384615384616,0.66875,"nof_COOH, nof_negCharge, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.6125,"C_sp3, a_heavy, nof_negCharge, nof_Rings, nof_Chirals",1.0,0.725,"nof_negCharge, nof_posCharge, nof_Rings, nof_HBA, molArea"
0.9615384615384616,0.7104166666666667,"nof_COOH, nof_PO4, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.7583333333333333,"C_sp3, a_heavy, nof_negCharge, nof_posCharge, molLogP",1.0,0.6625000000000001,"posCharge/Volume, nof_negCharge, nof_Rings, nof_HBA, molArea"
0.9615384615384616,0.6708333333333333,"nof_COOH, nof_PO4, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.7708333333333333,"C_sp3, a_heavy, nof_negCharge, nof_posCharge, nof_Chirals",1.0,0.5708333333333333,"negCharge/Volume, C_R1, nof_posCharge, nof_Chirals, molLogP"
0.9615384615384616,0.5604166666666667,"nof_COOH, nof_PO4, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6666666666666667,"posCharge/Volume, C_sp3, a_heavy, nof_negCharge, nof_Chirals",1.0,0.4541666666666666,"negCharge/Volume, C_R1, nof_negCharge, nof_Chirals, molLogP"
0.9615384615384616,0.6624999999999999,"nof_COOH, nof_SO3H, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.6458333333333333,"negCharge/Volume, posCharge/Volume, nof_HBA, molLogS, molLogP",1.0,0.6791666666666666,"negCharge/Volume, posCharge/Volume, nof_negCharge, nof_HBA, molLogP"
0.9615384615384616,0.6604166666666667,"nof_COOH, nof_SO3H, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.625,"negCharge/Volume, posCharge/Volume, nof_Rings, nof_HBA, molLogS",1.0,0.6958333333333333,"negCharge/Volume, posCharge/Volume, C_R1, nof_Chirals, molLogP"
0.9615384615384616,0.6166666666666666,"nof_COOH, nof_SO3H, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6249999999999999,"negCharge/Volume, posCharge/Volume, C_R1, nof_HBA, molLogS",1.0,0.6083333333333333,"nof_PO4, nof_negCharge, nof_HBA, PSA/Area, molLogP"
0.9615384615384616,0.6770833333333333,"nof_COOH, nof_SO3H, nof_PO4, nof_HBA, molLogP",0.9230769230769231,0.65,"nof_RotB, C_sp3, a_heavy, nof_negCharge, nof_Chirals",1.0,0.7041666666666666,"nof_PO4, nof_negCharge, nof_HBD, nof_HBA, molLogP"
0.9615384615384616,0.6104166666666666,"nof_COOH, nof_SH, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.65,"nof_Fragments, nof_negCharge, nof_Rings, nof_HBD, nof_Chirals",1.0,0.5708333333333333,"nof_PO4, C_R1, nof_negCharge, nof_HBA, molLogP"
0.9615384615384616,0.5583333333333333,"nof_COOH, nof_SH, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6083333333333333,"nof_PO4, nof_posCharge, nof_HBD, nof_HBA, molLogP",1.0,0.5083333333333333,"nof_PO4, negCharge/Volume, nof_negCharge, nof_Chirals, molLogP"
0.9615384615384616,0.6395833333333334,"nof_COOH, nof_SH, nof_PO4, nof_HBA, molLogP",0.9230769230769231,0.7333333333333334,"nof_PO4, C_sp3, a_heavy, nof_negCharge, molLogP",1.0,0.5458333333333333,"nof_PO4, negCharge/Volume, C_R1, nof_Chirals, molLogP"
0.9615384615384616,0.6208333333333333,"nof_COOH, nof_SH, nof_SO3H, nof_HBA, molLogP",0.9230769230769231,0.5874999999999999,"nof_PO4, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",1.0,0.6541666666666667,"nof_PO4, negCharge/Volume, posCharge/Volume, nof_Chirals, molLogP"
0.9615384615384616,0.6020833333333333,"nof_acetyl, nof_COOH, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.45,"nof_SO3H, nof_negCharge, nof_HBD, nof_HBA, molLogP",1.0,0.7541666666666667,"nof_SO3H, nof_negCharge, nof_Rings, nof_HBA, molArea"
0.9615384615384616,0.7,"nof_acetyl, nof_COOH, nof_PO4, nof_HBA, molLogP",0.9230769230769231,0.775,"nof_SO3H, C_sp3, a_heavy, nof_negCharge, nof_Chirals",1.0,0.625,"nof_SO3H, nof_negCharge, nof_posCharge, nof_HBA, molLogP"
0.9423076923076923,0.5645833333333334,"negCharge/Volume, posCharge/Volume, C_R1, nof_HBA, molLogS",0.9230769230769231,0.5625000000000001,"nof_SO3H, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",1.0,0.5666666666666667,"nof_SO3H, negCharge/Volume, C_R1, nof_Chirals, molLogP"
0.9423076923076923,0.6604166666666667,"nof_PO4, nof_negCharge, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.6583333333333334,"nof_SH, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",1.0,0.6624999999999999,"nof_SO3H, nof_PO4, nof_negCharge, nof_HBA, molLogP"
0.9423076923076923,0.625,"nof_PO4, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",0.9230769230769231,0.55,"nof_NH2, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",1.0,0.7,"nof_SO3H, nof_PO4, nof_negCharge, nof_HBA, molArea"
0.9423076923076923,0.73125,"nof_SO3H, nof_negCharge, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.7041666666666666,"nof_COOH, nof_HBA, nof_Chirals, PSA/Area, molLogP",1.0,0.7583333333333333,"nof_SH, nof_negCharge, nof_Rings, nof_HBA, molArea"
0.9423076923076923,0.6854166666666667,"nof_SO3H, nof_PO4, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6000000000000001,"nof_COOH, nof_posCharge, nof_HBD, nof_HBA, molLogP",1.0,0.7708333333333333,"nof_SH, a_heavy, nof_negCharge, nof_HBA, molArea"
0.9423076923076923,0.6041666666666666,"nof_SH, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",0.9230769230769231,0.5416666666666666,"nof_COOH, nof_negCharge, nof_HBD, nof_HBA, molLogP",1.0,0.6666666666666666,"nof_SH, posCharge/Volume, nof_negCharge, nof_HBA, molLogS"
0.9423076923076923,0.625,"nof_SH, nof_PO4, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6541666666666667,"nof_COOH, nof_negCharge, nof_posCharge, nof_HBA, molLogP",1.0,0.5958333333333333,"nof_SH, negCharge/Volume, C_R1, nof_Chirals, molLogP"
0.9423076923076923,0.6666666666666667,"nof_SH, nof_SO3H, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.7,"nof_COOH, C_sp3, a_heavy, nof_negCharge, nof_Chirals",1.0,0.6333333333333334,"nof_SH, nof_PO4, nof_negCharge, nof_HBA, molLogP"
0.9423076923076923,0.5770833333333334,"nof_NH2, negCharge/Volume, posCharge/Volume, nof_HBA, molLogS",0.9230769230769231,0.6041666666666666,"nof_COOH, nof_PO4, nof_HBD, nof_HBA, molLogP",1.0,0.55,"nof_SH, nof_PO4, negCharge/Volume, nof_Chirals, molLogP"
0.9423076923076923,0.58125,"nof_COOH, nof_posCharge, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.575,"nof_COOH, nof_PO4, nof_posCharge, nof_HBA, molLogP",1.0,0.5875,"nof_SH, nof_SO3H, nof_negCharge, nof_HBA, molLogP"
0.9423076923076923,0.6458333333333333,"nof_COOH, nof_negCharge, nof_HBD, nof_HBA, molLogP",0.9230769230769231,0.6333333333333333,"nof_COOH, nof_PO4, nof_negCharge, nof_HBA, molLogP",1.0,0.6583333333333333,"nof_SH, nof_SO3H, nof_negCharge, nof_HBA, molArea"
0.9423076923076923,0.71875,"nof_COOH, nof_SH, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.725,"nof_COOH, nof_SO3H, nof_HBD, nof_HBA, molLogP",1.0,0.7125,"nof_COOH, nof_posCharge, nof_Rings, nof_HBA, molArea"
0.9423076923076923,0.70625,"nof_COOH, nof_SH, negCharge/Volume, nof_HBA, PSA/Area",0.9230769230769231,0.6166666666666667,"nof_COOH, nof_SO3H, nof_posCharge, nof_HBA, molLogP",1.0,0.7958333333333333,"nof_COOH, nof_negCharge, nof_HBA, molArea, molLogS"
0.9423076923076923,0.6520833333333332,"nof_COOH, nof_NH2, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6874999999999999,"nof_COOH, nof_SO3H, nof_negCharge, nof_HBA, molLogP",1.0,0.6166666666666666,"nof_COOH, nof_negCharge, nof_HBA, PSA/Area, molArea"
0.9423076923076923,0.7145833333333333,"nof_COOH, nof_NH2, nof_SH, nof_HBA, molLogP",0.9230769230769231,0.6458333333333333,"nof_COOH, nof_SO3H, nof_PO4, nof_HBA, molLogP",1.0,0.7833333333333333,"nof_COOH, nof_negCharge, nof_HBD, nof_HBA, molArea"
0.9423076923076923,0.6604166666666667,"nof_OH, nof_SH, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.5666666666666667,"nof_COOH, nof_SH, nof_HBD, nof_HBA, molLogP",1.0,0.7541666666666667,"nof_COOH, nof_negCharge, nof_Rings, nof_HBA, molArea"
0.9423076923076923,0.6083333333333334,"nof_OH, nof_COOH, nof_posCharge, nof_HBA, molLogP",0.9230769230769231,0.5583333333333333,"nof_COOH, nof_SH, nof_posCharge, nof_HBA, molLogP",1.0,0.6583333333333334,"nof_COOH, nof_negCharge, nof_posCharge, nof_HBA, molLogP"
0.9423076923076923,0.6375,"nof_OH, nof_COOH, nof_negCharge, nof_HBA, molLogP",0.9230769230769231,0.6333333333333332,"nof_COOH, nof_SH, nof_negCharge, nof_HBA, molLogP",1.0,0.6416666666666666,"nof_COOH, nof_negCharge, nof_posCharge, nof_HBA, molArea"
