Average AUC,Average CA,Average AUC Features,DT AUC,DT CA,DT AUC Features,RFW AUC,RFW CA,RFW AUC Features
0.8095238095238095,0.7094444444444444,"nof_NH2, C_R0, PSA/Area",0.8095238095238095,0.6563888888888889,"C_R0, C_R2, nof_HBA",0.9047619047619048,0.7625,"C_R0, PSA/Area, molLogS"
0.8035714285714286,0.619861111111111,"posCharge/Volume, C_R0, molLogS",0.7857142857142857,0.6002777777777777,"C_R0, nof_Rings, nof_HBA",0.8928571428571429,0.6394444444444444,"posCharge/Volume, C_R0, molLogS"
0.7976190476190477,0.5994444444444444,"C_R2, molCharge_total, molLogS",0.7738095238095238,0.5877777777777777,"Complexity, nof_HBD, PSA/Area",0.8928571428571429,0.6111111111111113,"nof_acetyl, C_R0, molLogS"
0.7976190476190477,0.6269444444444445,"C_R0, nof_posCharge, molLogP",0.7738095238095238,0.5936111111111112,"C_R1, nof_HBA, molVolume",0.8809523809523809,0.6602777777777779,"nof_NH2, C_R0, PSA/Area"
0.7976190476190477,0.6761111111111111,"C_R0, C_R2, molLogS",0.7738095238095238,0.6630555555555555,"C_R0, molPSA, molLogP",0.8690476190476191,0.6891666666666667,"C_R2, molPSA, molLogS"
0.7976190476190477,0.6370833333333333,"nof_acetyl, C_R0, molLogS",0.7738095238095238,0.6547222222222222,"C_R0, C_R2, molVolume",0.8690476190476191,0.6194444444444445,"C_R2, molCharge_total, molLogS"
0.7916666666666667,0.6118055555555555,"C_R1, molCharge_total, molLogS",0.7738095238095238,0.6083333333333334,"C_sp3, C_R2, nof_HBA",0.8690476190476191,0.6152777777777777,"C_R1, molCharge_total, molLogS"
0.7916666666666667,0.6275,"C_R0, PSA/Area, molLogS",0.7738095238095238,0.6127777777777778,"posCharge/Volume, C_R0, molLogP",0.8690476190476191,0.6422222222222222,"C_R0, nof_posCharge, molLogS"
0.7916666666666667,0.6047222222222223,"C_R0, C_R2, PSA/Area",0.7738095238095238,0.6083333333333334,"negCharge/Volume, C_R0, C_R2",0.8690476190476191,0.6011111111111112,"C_R0, C_R2, molLogS"
0.7916666666666667,0.6768055555555555,"posCharge/Volume, C_R0, molLogP",0.7619047619047619,0.6058333333333333,"C_R2, Complexity, nof_HBA",0.8690476190476191,0.7477777777777778,"nof_PO4, PSA/Area, molLogS"
0.7916666666666667,0.6466666666666667,"nof_PO4, C_R0, PSA/Area",0.7619047619047619,0.6383333333333333,"C_R0, nof_HBA, molLogP",0.8690476190476191,0.655,"nof_SO3H, C_R0, molLogS"
0.7916666666666667,0.6697222222222223,"nof_SO3H, C_R0, PSA/Area",0.7619047619047619,0.6483333333333334,"C_R0, C_R2, nof_negCharge",0.8690476190476191,0.6911111111111111,"nof_acetyl, PSA/Area, molLogS"
0.7857142857142858,0.5570833333333334,"nof_SH, C_R0, PSA/Area",0.7619047619047619,0.6197222222222222,"C_sp3, Complexity, nof_HBA",0.8571428571428571,0.49444444444444446,"nof_posCharge, molCharge_total, molLogS"
0.7857142857142858,0.6531944444444444,"nof_acetyl, C_R0, PSA/Area",0.7619047619047619,0.6188888888888888,"nof_SO3H, C_R2, molVolume",0.8571428571428571,0.6875,"C_R2, PSA/Area, molLogS"
0.7857142857142857,0.6179166666666667,"nof_posCharge, molCharge_total, molLogS",0.7619047619047619,0.6224999999999999,"nof_NH2, C_R2, molVolume",0.8571428571428571,0.6133333333333333,"C_R1, nof_negCharge, molLogS"
0.7857142857142857,0.6093055555555555,"C_R0, nof_posCharge, molLogS",0.7619047619047619,0.6144444444444443,"nof_NH2, C_sp3, C_R2",0.8571428571428571,0.6041666666666666,"C_R0, nof_Rings, molLogS"
0.7857142857142857,0.6940277777777779,"nof_SO3H, C_R0, molLogS",0.7619047619047619,0.7158333333333334,"nof_OH, C_R0, molVolume",0.8571428571428571,0.6722222222222223,"nof_PO4, C_R0, molLogS"
0.7857142857142857,0.6888888888888889,"nof_NH2, PSA/Area, molPSA",0.7619047619047619,0.6922222222222223,"nof_OH, C_R0, Complexity",0.8571428571428571,0.6855555555555556,"nof_SO3H, PSA/Area, molLogS"
0.7857142857142857,0.6336111111111111,"nof_NH2, molCharge_total, molLogS",0.75,0.63,"C_R0, nof_HBD, nof_HBA",0.8571428571428571,0.6372222222222221,"nof_OH, Complexity, nof_Rings"
